num_layers,nheads,hcdr,best_epoch,test_ppl,test_rmsd
8,8,1,7,6.457649561440281,0.9858686255268109
7,8,1,4,7.217727656481744,0.9809579136378971
6,8,1,7,7.38249761311392,0.9720026984534882
5,8,1,8,6.884772617537567,0.9787113483489296
4,8,1,6,7.210829541642795,0.9683513536037486
3,8,1,6,7.098990182533057,0.9658948427043211
2,8,1,7,6.604579401932954,0.9658581340386544
1,8,1,4,6.949967586111817,0.982271262249093
