num_layers,nheads,hcdr,best_epoch,test_ppl,test_rmsd
8,4,3,0,9.944067484237161,2.76466045461852
7,4,3,0,10.086516151093926,3.482057507284756
6,4,3,0,10.254828726698559,2.787529214223226
5,4,3,0,10.032026876263258,3.4389965350600495
4,4,3,0,10.12754807602368,3.6250415037418233
3,4,3,0,9.991660484023797,3.31594915033757
2,4,3,0,10.244401825967804,3.650605189389196
1,4,3,0,9.876699770347352,2.8873067946269595
